;entrydate;title;gender;city;age;salary;experience;last_job;updated;link
132;08.04.2020;Резюме Региональный (территориальный) менеджер;Мужчина;Улан-Удэ;39;70;15;Объединенные кондитеры;08.04.2020;https://hh.ru/resume/4f5d5484000170c69a0039ed1f4f4830376d32
133;08.04.2020;Резюме Торговый представитель, менеджер по продажам;Женщина;Ижевск;29;35;10;"ООО ?Вентра""";08.04.2020;https://hh.ru/resume/f84ab70400013d74cb0039ed1f544557775a6a
134;08.04.2020;Резюме Старший менеджер по продажам;Мужчина;Санкт-Петербург;47;90;20;"ООО ""Фронтсайд""";08.04.2020;https://hh.ru/resume/31c28f0b00027987340039ed1f415049695779
135;08.04.2020;Резюме Специалист по организации авиаперевозок ;Мужчина;Санкт-Петербург;23;40;null;"ООО ?Евразия-Ладога""";08.04.2020;https://hh.ru/resume/534de7d50004273a620039ed1f636330617368
136;08.04.2020;Резюме Менеджер по продажам/по проектам;Мужчина;Москва;36;80;15;Одисс;08.04.2020;https://hh.ru/resume/1f7ba0d8000157189c0039ed1f67666a593477
137;08.04.2020;Резюме Торговый представитель;Мужчина;Брянск;33;40;7;ООО компания Спектр(ВИММ-БИЛЛЬ-ДАНН);08.04.2020;https://hh.ru/resume/4ae38a9a000346edb90039ed1f714a38676c4d
138;08.04.2020;Резюме Торговый представитель, мерчендазер,супервайзер мерчендайзинга;Мужчина;Барнаул;28;40;6;Сан Ин Бев Эфес;08.04.2020;https://hh.ru/resume/b4d629410005787c420039ed1f6d484c504230
139;08.04.2020;Резюме Менеджер ,продавец  консультант;Женщина;Санкт-Петербург;0;40;17;Снежная Королева, Торговый Дом;08.04.2020;https://hh.ru/resume/430dc62200075d597a0039ed1f53786c356b52
140;08.04.2020;Резюме Руководитель отдела продаж / Директор;Женщина;Москва;30;120;10;Клаустрофобия;08.04.2020;https://hh.ru/resume/3d08034b0000f981c30039ed1f64397a43394f
141;08.04.2020;Резюме Менеджер по продажам;Мужчина;Санкт-Петербург;30;100;null;"ООО ""Юнитек""";08.04.2020;https://hh.ru/resume/be5f0c2000078706e70039ed1f644570344549
142;08.04.2020;Резюме менеджер по продажам,логист;Мужчина;Уфа;47;35;null;"ООО""Урал-Азия""";08.04.2020;https://hh.ru/resume/9e7915820005a2e7db0039ed1f48596b475034
143;08.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;28;80;7;"ООО ""Аметист""";08.04.2020;https://hh.ru/resume/54f175d90005a31a570039ed1f443263533062
144;08.04.2020;Резюме Супервайзер/торговый представитель;Женщина;Казань;29;50;8;Сатурн;08.04.2020;https://hh.ru/resume/069a1e4300034541bc0039ed1f31614b77474a
145;08.04.2020;Резюме Key Account Manager/ Менеджер Продукта / Руководитель проекта, направления;Мужчина;Москва;36;160;14;ООО СТМ;08.04.2020;https://hh.ru/resume/2ce298fd00009a29590039ed1f736563726574
146;08.04.2020;Резюме Менеджер;Мужчина;Ростов-на-Дону;35;35;9;ИП Бережная В. И. (Смайл);08.04.2020;https://hh.ru/resume/8236ca1c0001b17c980039ed1f334f44583065
147;08.04.2020;Резюме Руководитель отдела продаж;Мужчина;Новороссийск;33;40;8;ООО ПРОФТЕХНОЛОГИИ ;08.04.2020;https://hh.ru/resume/b98f3e440001e841d60039ed1f62664944424d
148;08.04.2020;Резюме МЕНЕДЖЕР ПО РАБОТЕ С КЛИЕНТАМИ, КОНСУЛЬТАЦИЯ, ПРОДАЖА. онлаин,СРОЧНО!!!;Мужчина;Казань;40;50;16;Холдинг ООО Black Star;08.04.2020;https://hh.ru/resume/d13a24150007aece680039ed1f4c6957667a4b
149;08.04.2020;Резюме Оператор;Мужчина;Самара;37;45;18;Государственное казенное учреждение Самарской области Главное управление социальной защиты населения Восточного округа;08.04.2020;https://hh.ru/resume/55d335980000c039a40039ed1f303633497450
150;08.04.2020;Резюме Менеджер по продажам оборудования;Мужчина;Москва;40;100;11;ТД РУСТ 95;08.04.2020;https://hh.ru/resume/e021ee370002f6bf2b0039ed1f614163595038
151;08.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;38;70;8;ооо Радианс плюс;08.04.2020;https://hh.ru/resume/29f64eca0007bab4b90039ed1f54645473474c
152;08.04.2020;Резюме Менеджер по работе с клиентами;Мужчина;Санкт-Петербург;32;70;6;Tyllypad;08.04.2020;https://hh.ru/resume/5758d20c0001e99d4b0039ed1f6e3130335830
153;08.04.2020;Резюме Продавец-консультант;Мужчина;Москва;45;40;null;"Интернет - магазин ""Атлантик Групп"" розничные продажи";08.04.2020;https://hh.ru/resume/d3425d4f000722116e0039ed1f4d5141427130
154;08.04.2020;Резюме Директор по продажам;Мужчина;Москва;43;150;19;"Группа компаний ""АРВ"" / ""Wood Bee Rus"" / ""Villa di Parchetti""/""Дом Паркета и Дверей""  (лидер на рынке паркета, эксклюзивный дистрибьютор на территории России известных мировых производителей деревянных напольных покрытий и сопутствующей паркетной химии различных ценовых сегментов)";08.04.2020;https://hh.ru/resume/d86ee7f40002e2bbf40039ed1f4a754565475a
155;08.04.2020;Резюме Менеджер по работе с клиентами;Мужчина;Санкт-Петербург;26;50;null;Форт Боярд;08.04.2020;https://hh.ru/resume/123db9850003ca603d0039ed1f6e504d4e356f
156;08.04.2020;Резюме Старший продавец-кассир;Женщина;Москва;37;40;null;Гулливер и Ко, ТД;08.04.2020;https://hh.ru/resume/e85551a00007e15d2e0039ed1f57546b66646b
157;08.04.2020;Резюме Менеджер по продажам;Женщина;Ивантеевка;37;50;13;"ООО ""Нептун""";08.04.2020;https://hh.ru/resume/f5b87adc0001524cba0039ed1f67715a343974
158;08.04.2020;Резюме Ведущий менеджер по продажам;Мужчина;Екатеринбург;30;100;9;"ООО ?Региональная Торгово-Промышленная Компания""";08.04.2020;https://hh.ru/resume/61ca090500014d38c40039ed1f4133496f4142
159;08.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;38;100;17;ООО Органик ДЛ;08.04.2020;https://hh.ru/resume/223b3679000141424d0039ed1f536e58517565
160;08.04.2020;Резюме Торговый представитель;Мужчина;Саратов;0;50;null;Fit-service ;08.04.2020;https://hh.ru/resume/eed364bf00079eea0d0039ed1f78576d4e3148
161;08.04.2020;Резюме Торговый представитель;Мужчина;Людиново;32;50;8;Азовская кондитерская фабрика;08.04.2020;https://hh.ru/resume/26581a7600020b0b710039ed1f4f4d53734633
162;08.04.2020;Резюме Региональный менеджер;Мужчина;Химки;41;65;null;Индивидуальное предпринимательство / частная практика / фриланс;08.04.2020;https://hh.ru/resume/6e0a30fe0000b104520039ed1f736563726574
163;08.04.2020;Резюме Менеджер по продажам ;Женщина;Санкт-Петербург;29;55;8;Мобилак;08.04.2020;https://hh.ru/resume/58a547de0007c02c980039ed1f6b5245496374
164;08.04.2020;Резюме Торговый представитель/Менеджер по развитию территории;Мужчина;Курск;24;45;null;Рельеф-Центр;08.04.2020;https://hh.ru/resume/f254d4c3000298cff20039ed1f346935427154
165;08.04.2020;Резюме продавец;Мужчина;Санкт-Петербург;20;40;null;Ип мятяшенко;08.04.2020;https://hh.ru/resume/58bf898a0006379b4e0039ed1f506261545050
166;08.04.2020;Резюме Торговый представитель;Мужчина;Казань;35;70;14;Транснефть Финанс, ООО;08.04.2020;https://hh.ru/resume/724aebd2000601c3ea0039ed1f5a787a315257
167;08.04.2020;Резюме менеджер по продажам, торг. представитель, мерчендайзер;Мужчина;Казань;39;35;15;ООО Принт маркет;08.04.2020;https://hh.ru/resume/38f33ec2000030f9ab0039ed1f736563726574
168;08.04.2020;Резюме Торговый представитель;Женщина;Ярославль;33;40;9;АЛИДИ, Группа компаний;08.04.2020;https://hh.ru/resume/e7650d02000091a5a40039ed1f736563726574
169;08.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;22;50;null;"ООО ?АФЕСПРО""";08.04.2020;https://hh.ru/resume/c245a0310007436b7a0039ed1f644459327041
170;08.04.2020;Резюме Менеджер по продажам и работе с клиентами;Мужчина;Москва;43;80;9;Индивидуальное предпринимательство / частная практика / фриланс;08.04.2020;https://hh.ru/resume/ace55bde00048baa5c0039ed1f787033755669
171;08.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;38;100;17;ООО Органик ДЛ;08.04.2020;https://hh.ru/resume/223b3679000141424d0039ed1f536e58517565
172;08.04.2020;Резюме Торговый представитель;Мужчина;Саратов;0;50;null;Fit-service ;08.04.2020;https://hh.ru/resume/eed364bf00079eea0d0039ed1f78576d4e3148
173;08.04.2020;Резюме Торговый представитель;Мужчина;Людиново;32;50;8;Азовская кондитерская фабрика;08.04.2020;https://hh.ru/resume/26581a7600020b0b710039ed1f4f4d53734633
174;08.04.2020;Резюме Региональный менеджер;Мужчина;Химки;41;65;null;Индивидуальное предпринимательство / частная практика / фриланс;08.04.2020;https://hh.ru/resume/6e0a30fe0000b104520039ed1f736563726574
175;08.04.2020;Резюме Менеджер по продажам ;Женщина;Санкт-Петербург;29;55;8;Мобилак;08.04.2020;https://hh.ru/resume/58a547de0007c02c980039ed1f6b5245496374
176;08.04.2020;Резюме Торговый представитель/Менеджер по развитию территории;Мужчина;Курск;24;45;null;Рельеф-Центр;08.04.2020;https://hh.ru/resume/f254d4c3000298cff20039ed1f346935427154
177;08.04.2020;Резюме продавец;Мужчина;Санкт-Петербург;20;40;null;Ип мятяшенко;08.04.2020;https://hh.ru/resume/58bf898a0006379b4e0039ed1f506261545050
178;08.04.2020;Резюме Торговый представитель;Мужчина;Казань;35;70;14;Транснефть Финанс, ООО;08.04.2020;https://hh.ru/resume/724aebd2000601c3ea0039ed1f5a787a315257
179;08.04.2020;Резюме менеджер по продажам, торг. представитель, мерчендайзер;Мужчина;Казань;39;35;15;ООО Принт маркет;08.04.2020;https://hh.ru/resume/38f33ec2000030f9ab0039ed1f736563726574
180;08.04.2020;Резюме Торговый представитель;Женщина;Ярославль;33;40;9;АЛИДИ, Группа компаний;08.04.2020;https://hh.ru/resume/e7650d02000091a5a40039ed1f736563726574
181;08.04.2020;Резюме Менеджер по продажам;Мужчина;Москва;22;50;null;"ООО ?АФЕСПРО""";08.04.2020;https://hh.ru/resume/c245a0310007436b7a0039ed1f644459327041
182;08.04.2020;Резюме Менеджер по продажам и работе с клиентами;Мужчина;Москва;43;80;9;Индивидуальное предпринимательство / частная практика / фриланс;08.04.2020;https://hh.ru/resume/ace55bde00048baa5c0039ed1f787033755669
183;08.04.2020;Резюме Менеджер по продажам;Мужчина;Иваново (Ивановская область);27;50;6;ТЦ Рио ;08.04.2020;https://hh.ru/resume/fbf291b600018899cf0039ed1f4247757a6f47
184;08.04.2020;Резюме торговый представитель;Мужчина;Москва;35;60;10;Останкинский мясоперерабатывающий холдинг;08.04.2020;https://hh.ru/resume/7a067f5d000067a3db0039ed1f736563726574
